Annot1 Annot2 Annot3 Annot4	Duration	Begintime	Endtime	Path
L-open oral turbulent LS#	44	354456	354500	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	94	354500	354594	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	101	354716	354817	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-turbulent oral TM# LS#	512	415196	415708	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-turbulent oral TM# LS#	751	605822	606573	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	38	606970	607008	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-turbulent oral TM# LS#	669	607008	607677	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	116	607895	608011	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral open LS#	80	608011	608091	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-turbulent oral TM# LS#	742	608091	608833	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	50	655868	655918	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral TM# LS#	16	655994	656010	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	21	720707	720728	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral open LS#	108	769537	769645	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open nasal open LS#	5	769645	769650	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open nasal occlusion LS#	984	769650	770634	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	136	907655	907791	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	18	907791	907809	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	47	907809	907856	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	574	907856	908430	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	349	908430	908779	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	69	908779	908848	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	97	908848	908945	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	40	908945	908985	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	13	908985	908998	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	55	908998	909053	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	17	909053	909070	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	50	909070	909120	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	5	909120	909125	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	61	909125	909186	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	65	909186	909251	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	3241	909251	912492	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	98	912492	912590	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
whistling oral TM# LS#	217	912590	912807	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
turbulent_rounded oral TM# LS#	70	912807	912877	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	52	988000	988052	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral TM# LS#	76	988283	988359	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
L-open oral turbulent LS#	43	71769	71812	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	51	72123	72174	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	46	72445	72491	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	48	72793	72841	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	50	73133	73183	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	66	73463	73529	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	31	73801	73832	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	24	74166	74190	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	35	74528	74563	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	37	74865	74902	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	174	173219	173393	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	54	187971	188025	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	21	188025	188046	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	48	188046	188094	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	83	188172	188255	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	29	188255	188284	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	50	188284	188334	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	40	337238	337278	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	105	337278	337383	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	308	337383	337691	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	124	337691	337815	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	68	337815	337883	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	194	337883	338077	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	70	398622	398692	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	63	535702	535765	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	25	535765	535790	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	185	535790	535975	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	58	535975	536033	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	125	536033	536158	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	50	536158	536208	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral turbulent LS#	88	536208	536296	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	79	536296	536375	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open nasal occlusion LS#	44	567303	567347	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open oral open LS#	787	616230	617017	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open nasal open LS#	91	617017	617108	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open nasal open LS#	121	617108	617229	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-open nasal open LS#	2088	617229	619317	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
L-turbulent oral TM# LS#	4	87275	87279	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	63	87279	87342	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	69	87395	87464	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	83	87508	87591	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	243	87627	87870	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-turbulent oral TM# LS#	22	188550	188572	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	117	188572	188689	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	21	189131	189152	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	100	189163	189263	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	148	189436	189584	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	55	189694	189749	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	488	189807	190295	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	255	190382	190637	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open nasal open LS#	70	248707	248777	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open nasal open LS#	147	248777	248924	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open nasal open LS#	517	248924	249441	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	26	320744	320770	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
turbulent_rounded oral TM# LS#	259	320770	321029	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	2267	321029	323296	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
turbulent_rounded oral TM# LS#	120	453362	453482	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
turbulent_rounded oral TM# LS#	100	453530	453630	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
turbulent_rounded oral TM# LS#	103	453672	453775	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
turbulent_rounded oral TM# LS#	722	453801	454523	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	667	530504	531171	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral open LS#	785	531740	532525	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open nasal open LS#	1747	533137	534884	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-turbulent oral open LS#	562	572872	573434	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open nasal open LS#	506	719209	719715	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
L-open oral turbulent LS#	21	146989	147010	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-turbulent oral TM# LS#	74	147352	147426	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	1378	147426	148804	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	23	149199	149222	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-turbulent oral turbulent LS#	810	187230	188040	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	18	260843	260861	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	36	260861	260897	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	57	260897	260954	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	25	260954	260979	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	70	260979	261049	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	27	261049	261076	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	49	261076	261125	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	130	261125	261255	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	935	418158	419093	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	35	444439	444474	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	40	444474	444514	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	63	444514	444577	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	245	489488	489733	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	216	489783	489999	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	446	490051	490497	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	453	490570	491023	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	990	491044	492034	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	475	492111	492586	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	1024	492623	493647	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
turbulent_rounded oral turbulent LS#	5857	580979	586836	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	16	731943	731959	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	11	732171	732182	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	69	732201	732270	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	37	732513	732550	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	21	732653	732674	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	54	732850	732904	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	31	733250	733281	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	22	733586	733608	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	14	734070	734084	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	10	734421	734431	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral turbulent LS#	44	734619	734663	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-turbulent oral open LS#	526	782692	783218	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
L-open oral open LS#	26	388834	388860	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral open LS#	39	388860	388899	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral open LS#	5900	388899	394799	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	45	735496	735541	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	33	735541	735574	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	43	735815	735858	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	88	735922	736010	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	34	736010	736044	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	50	736408	736458	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	34	736458	736492	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	79	736814	736893	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	34	736893	736927	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	28	737352	737380	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	31	737380	737411	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	58	737795	737853	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	38	737853	737891	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	65	838830	838895	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	51	838895	838946	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	184	934081	934265	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	77	934265	934342	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	37	934342	934379	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	231	935041	935272	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	145	935272	935417	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	269	935935	936204	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	209	936204	936413	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
turbulent_rounded oral TM# LS#	36	1048046	1048082	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	1180	1172045	1173225	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral turbulent LS#	230	1320867	1321097	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
L-open oral TM# LS#	10	1356194	1356204	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
